n_actionid,c_competition,n_Matchid,d_date,c_Action,c_Period,n_StartTime,n_Endtime,c_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
22114559,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Corner,First half,1712000,1712000,Home,7,sc Heerenveen,1250292,Arber Zeneli,NULL,NULL,NULL,Right foot,0,NULL
22114518,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Corner,First half,1684000,1684000,Home,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22114921,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Goal kick,First half,2241000,2241000,Away,72,Heracles Almelo,333596,Bram Castro,NULL,NULL,NULL,NULL,0,NULL
22116759,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Foul committed,Second half,4601000,4601000,Home,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,Rough play,NULL,1078938,Brandley Kuwas
22116763,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,Second half,4630000,4630000,Away,72,Heracles Almelo,980569,Robin Pröpper,NULL,NULL,NULL,Right foot,0,NULL
22116856,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Goal kick,Second half,4951000,4951000,Home,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22116858,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot blocked by,Second half,4961000,4961000,Away,72,Heracles Almelo,1242158,Jeff Hardeveld,NULL,NULL,NULL,NULL,0,NULL
22116859,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Blocked shot,Second half,4961000,4961000,Home,7,sc Heerenveen,800701,Marco Rojas,NULL,NULL,NULL,Right foot,0,NULL
22115245,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,First half,2681000,2681000,Away,72,Heracles Almelo,1078938,Brandley Kuwas,NULL,NULL,NULL,Left foot,0,NULL
22110414,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Substitution,Second half,5319000,NULL,Away,72,Heracles Almelo,1126644,Jaroslav Navrátil,Forward,15,NULL,NULL,1078938,Brandley Kuwas
22110416,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Substitution,Half time,2760000,NULL,Away,72,Heracles Almelo,1310034,Kristoffer Peterson,Forward,18,NULL,NULL,956290,Brahim Darri
22116983,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Offside,Second half,5334000,5334000,Away,72,Heracles Almelo,920563,Paul Gladon,NULL,NULL,NULL,NULL,0,NULL
22116984,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,Second half,5337000,5337000,Home,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,Right foot,0,NULL
22116985,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot on goal,Second half,5346000,5346000,Home,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22116986,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Save by goalkeeper,Second half,5352000,5352000,Away,72,Heracles Almelo,333596,Bram Castro,NULL,NULL,Diving/Caught,NULL,0,NULL
22079948,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,Start,NULL,NULL,,0,NULL,567937,Peter Janson,Assistant Referee,NULL,NULL,NULL,0,NULL
22079947,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,Start,NULL,NULL,,0,NULL,623613,Mark Strijker,Assistant Referee,NULL,NULL,NULL,0,NULL
22079949,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,Start,NULL,NULL,,0,NULL,1301829,Sander van der Eijk,4th Official,NULL,NULL,NULL,0,NULL
22110405,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Away,72,Heracles Almelo,925482,Dries Wuytens,Substitute,3,NULL,NULL,0,NULL
22114005,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Goal kick,First half,993000,993000,Away,72,Heracles Almelo,333596,Bram Castro,NULL,NULL,NULL,NULL,0,NULL
22110408,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Away,72,Heracles Almelo,715317,Wout Droste,Substitute,12,NULL,NULL,0,NULL
22110409,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Away,72,Heracles Almelo,794967,Lerin Duarte,Substitute,8,NULL,NULL,0,NULL
22110410,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Substitution,Second half,3996000,NULL,Away,72,Heracles Almelo,1434911,Jamiro Monteiro,Midfielder,35,NULL,NULL,1515810,Reuven Niemeijer
22110412,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Away,72,Heracles Almelo,1680701,Sebastian Jakubiak,Substitute,21,NULL,NULL,0,NULL
22110415,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Away,72,Heracles Almelo,694722,Samuel Armenteros,Substitute,10,NULL,NULL,0,NULL
22117073,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,End of period,Second half,5630000,5630000,,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22115992,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Kick-off,Second half,2700000,2700000,Home,7,sc Heerenveen,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22116007,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Foul committed,Second half,2710000,2710000,Away,72,Heracles Almelo,920563,Paul Gladon,NULL,NULL,Rough play,NULL,780368,Daniel Høegh
22116012,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,Second half,2733000,2733000,Home,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22079920,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,Start,NULL,NULL,,0,NULL,633868,Edwin van de Graaf,Referee,NULL,NULL,NULL,0,NULL
22116436,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Foul committed,Second half,3469000,3469000,Home,7,sc Heerenveen,1043370,Yuki Kobayashi,NULL,NULL,Rough play,NULL,1078938,Brandley Kuwas
22116443,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,Second half,3498000,3498000,Away,72,Heracles Almelo,1095585,Joey Pelupessy,NULL,NULL,NULL,Right foot,0,NULL
22113816,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Goal kick,First half,588000,588000,Away,72,Heracles Almelo,333596,Bram Castro,NULL,NULL,NULL,NULL,0,NULL
22113845,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Corner,First half,618000,618000,Home,7,sc Heerenveen,1250292,Arber Zeneli,NULL,NULL,NULL,Right foot,0,NULL
22111159,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Home,7,sc Heerenveen,1698428,Trevor Doornbusch,Substitute,1,NULL,NULL,0,NULL
22114475,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,First half,1622000,1622000,Home,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22114501,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot wide,First half,1653000,1653000,Home,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22114511,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot on goal,First half,1664000,1664000,Home,7,sc Heerenveen,1250292,Arber Zeneli,NULL,NULL,NULL,Right foot,0,NULL
22116725,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Foul committed,Second half,4467000,4467000,Away,72,Heracles Almelo,1434911,Jamiro Monteiro,NULL,NULL,Rough play,NULL,1256045,Martin Ødegaard
22115225,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Yellow,First half,2654000,2654000,Home,7,sc Heerenveen,1097804,Lucas Woudenberg,NULL,NULL,Tackle,NULL,0,NULL
22115284,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,End of period,First half,2770000,2770000,,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22117030,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot blocked by,Second half,5460000,5460000,Away,72,Heracles Almelo,980569,Robin Pröpper,NULL,NULL,NULL,NULL,0,NULL
22117031,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Blocked shot,Second half,5460000,5460000,Home,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,NULL,Left foot,0,NULL
22117042,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Foul committed,Second half,5496000,5496000,Away,72,Heracles Almelo,1434911,Jamiro Monteiro,NULL,NULL,Rough play,NULL,1195091,Joost van Aken
22117043,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Free kick,Second half,5501000,5501000,Home,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,NULL,Right foot,0,NULL
22117052,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot wide,Second half,5521000,5521000,Home,7,sc Heerenveen,800701,Marco Rojas,NULL,NULL,NULL,Left foot,0,NULL
22117024,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Shot on goal,Second half,5445000,5445000,Home,7,sc Heerenveen,780368,Daniel Høegh,NULL,NULL,NULL,Header,0,NULL
22117026,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Save by goalkeeper,Second half,5450000,5450000,Away,72,Heracles Almelo,333596,Bram Castro,NULL,NULL,Diving/Blocked,NULL,0,NULL
22110379,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Substitution,Second half,4403000,NULL,Home,7,sc Heerenveen,1114676,Henk Veerman,Forward,20,NULL,NULL,1043370,Yuki Kobayashi
22110306,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,Start,NULL,NULL,Home,7,sc Heerenveen,877300,Wouter van der Steen,Goalkeeper,23,NULL,NULL,0,NULL
22110356,Eredivisie 2017/2018,2174511,19-Aug-2017 20:45,Line-up,NULL,NULL,NULL,Home,7,sc Heerenveen,1514517,Kik Pierie,Substitute,5,NULL,NULL,0,NULL
22119837,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Home,78,Excelsior,954163,Khalid Karami,Substitute,2,NULL,NULL,0,NULL
22079921,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,,0,NULL,392439,Björn Kuipers,Referee,NULL,NULL,NULL,0,NULL
22119851,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Home,78,Excelsior,1696104,Marouane Afaker,Substitute,31,NULL,NULL,0,NULL
22119848,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Home,78,Excelsior,1527142,Dogucan Haspolat,Substitute,21,NULL,NULL,0,NULL
22119846,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Home,78,Excelsior,1334629,Desevio Payne,Substitute,17,NULL,NULL,0,NULL
22119844,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Home,78,Excelsior,1203837,Mike Havekotte,Substitute,16,NULL,NULL,0,NULL
22119842,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Substitution,Second half,4766000,NULL,Home,78,Excelsior,868290,Ali Messaoud,Midfielder,14,NULL,NULL,1415914,Zakaria El Azzouzi
22119841,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Home,78,Excelsior,1696103,Tijs te Duits,Substitute,13,NULL,NULL,0,NULL
22119838,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Substitution,Second half,4756000,NULL,Home,78,Excelsior,447906,Anouar Hadouir,Midfielder,7,NULL,NULL,694013,Ryan Koolwijk
22119833,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,1495481,Dylan Vente,Substitute,34,NULL,NULL,0,NULL
22119832,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,686165,Michiel Kramer,Substitute,29,NULL,NULL,0,NULL
22119829,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,1696101,Cheick Touré,Substitute,39,NULL,NULL,0,NULL
22119827,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Substitution,Second half,5095000,NULL,Away,4,Feyenoord,1222856,Sofyan Amrabat,Midfielder,21,NULL,NULL,819272,Jens Toornstra
22119825,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,1349975,Jeremiah St. Juste,Substitute,4,NULL,NULL,0,NULL
22119826,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,1215724,Renato Tapia,Substitute,20,NULL,NULL,0,NULL
22119823,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,812969,Miquel Nelom,Substitute,18,NULL,NULL,0,NULL
22119821,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,1551789,Ramón ten Hove,Substitute,30,NULL,NULL,0,NULL
22087798,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,5095000,Away,4,Feyenoord,819272,Jens Toornstra,Midfielder,28,NULL,NULL,0,NULL
22119819,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Away,4,Feyenoord,428981,Brad Jones,Goalkeeper,25,NULL,NULL,0,NULL
22119820,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,NULL,NULL,NULL,Away,4,Feyenoord,1385401,Justin Bijlow,Substitute,22,NULL,NULL,0,NULL
22079950,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,,0,NULL,382531,Sander van Roekel,Assistant Referee,NULL,NULL,NULL,0,NULL
22079951,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,,0,NULL,294885,Erwin Zeinstra,Assistant Referee,NULL,NULL,NULL,0,NULL
22119933,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Kick-off,First half,0,0,Away,4,Feyenoord,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22119937,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Goal kick,First half,115000,115000,Home,78,Excelsior,1281212,Alessandro Damen,NULL,NULL,NULL,NULL,0,NULL
22119944,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Goal kick,First half,258000,258000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,NULL,NULL,0,NULL
22120362,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3258000,3258000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,Rough play,NULL,771973,Nicolai Jørgensen
22120363,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3265000,3265000,Away,4,Feyenoord,551047,Karim El Ahmadi,NULL,NULL,NULL,Right foot,0,NULL
22120368,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3315000,3315000,Home,78,Excelsior,694013,Ryan Koolwijk,NULL,NULL,Rough play,NULL,1301019,Kevin Diks
22079952,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,,0,NULL,769254,Christiaan Bax,4th Official,NULL,NULL,NULL,0,NULL
22120004,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Goal kick,First half,785000,785000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,NULL,NULL,0,NULL
22120006,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,First half,824000,824000,Home,78,Excelsior,1097796,Kevin Vermeulen,NULL,NULL,Rough play,NULL,1301019,Kevin Diks
22120007,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,First half,877000,877000,Away,4,Feyenoord,875955,Steven Berghuis,NULL,NULL,NULL,Left foot,0,NULL
22120008,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Shot wide,First half,879000,879000,Away,4,Feyenoord,819272,Jens Toornstra,NULL,NULL,NULL,Right foot,0,NULL
22120010,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Corner,First half,892000,892000,Away,4,Feyenoord,875955,Steven Berghuis,NULL,NULL,NULL,Left foot,0,NULL
22120011,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Shot wide,First half,896000,896000,Away,4,Feyenoord,1301019,Kevin Diks,NULL,NULL,NULL,Header,0,NULL
22120165,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,First half,2093000,2093000,Home,78,Excelsior,954299,Stanley Elbers,NULL,NULL,Rough play,NULL,1078344,Ridgeciano Haps
22120167,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,First half,2153000,2153000,Away,4,Feyenoord,706221,Jan-Arie van der Heijden,NULL,NULL,NULL,Left foot,0,NULL
22120175,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Shot on goal,First half,2273000,2273000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,NULL,Left foot,0,NULL
22120176,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Save by goalkeeper,First half,2281000,2281000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,Diving/Blocked,NULL,0,NULL
22120181,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,First half,2353000,2353000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,Rough play,NULL,1108760,Jean-Paul Boëtius
22120186,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,First half,2386000,2386000,Home,78,Excelsior,949834,Jurgen Mattheij,NULL,NULL,Rough play,NULL,819272,Jens Toornstra
22120183,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,First half,2380000,2380000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,NULL,Left foot,0,NULL
22120190,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,First half,2440000,2440000,Away,4,Feyenoord,875955,Steven Berghuis,NULL,NULL,NULL,Left foot,0,NULL
22120191,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Corner,First half,2462000,2462000,Away,4,Feyenoord,819272,Jens Toornstra,NULL,NULL,NULL,Right foot,0,NULL
22120192,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Shot wide,First half,2466000,2466000,Away,4,Feyenoord,654177,Eric Botteghin,NULL,NULL,NULL,Header,0,NULL
22120194,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Goal kick,First half,2486000,2486000,Home,78,Excelsior,1281212,Alessandro Damen,NULL,NULL,NULL,NULL,0,NULL
22120197,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,First half,2496000,2496000,Home,78,Excelsior,1082304,Milan Massop,NULL,NULL,Rough play,NULL,875955,Steven Berghuis
22120545,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,4585000,4585000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,NULL,Left foot,0,NULL
22120550,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Shot on goal,Second half,4607000,4607000,Home,78,Excelsior,949834,Jurgen Mattheij,NULL,NULL,NULL,Header,0,NULL
22120551,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Save by goalkeeper,Second half,4609000,4609000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,Diving/Caught,NULL,0,NULL
22120557,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,4694000,4694000,Away,4,Feyenoord,706221,Jan-Arie van der Heijden,NULL,NULL,Tackle,NULL,1415914,Zakaria El Azzouzi
22120558,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Yellow,Second half,4707000,4707000,Away,4,Feyenoord,706221,Jan-Arie van der Heijden,NULL,NULL,Tackle,NULL,0,NULL
22120564,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,4789000,4789000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,NULL,Left foot,0,NULL
22120566,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Corner,Second half,4803000,4803000,Home,78,Excelsior,580208,Luigi Bruins,NULL,NULL,NULL,Right foot,0,NULL
22119830,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Substitution,Second half,4921000,NULL,Away,4,Feyenoord,1193465,Bilal Basacikoglu,Forward,14,NULL,NULL,875955,Steven Berghuis
22120579,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,4943000,4943000,Home,78,Excelsior,1082304,Milan Massop,NULL,NULL,NULL,Left foot,0,NULL
22120587,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Corner,Second half,5108000,5108000,Away,4,Feyenoord,1193465,Bilal Basacikoglu,NULL,NULL,NULL,Right foot,0,NULL
22120618,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Corner,Second half,5320000,5320000,Away,4,Feyenoord,1193465,Bilal Basacikoglu,NULL,NULL,NULL,Right foot,0,NULL
22120598,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,5174000,5174000,Away,4,Feyenoord,1193465,Bilal Basacikoglu,NULL,NULL,Rough play,NULL,954299,Stanley Elbers
22120599,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,5209000,5209000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,NULL,Left foot,0,NULL
22120601,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,5265000,5265000,Home,78,Excelsior,949834,Jurgen Mattheij,NULL,NULL,Rough play,NULL,1108760,Jean-Paul Boëtius
22120602,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,5288000,5288000,Away,4,Feyenoord,654177,Eric Botteghin,NULL,NULL,NULL,Right foot,0,NULL
22120369,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3335000,3335000,Away,4,Feyenoord,654177,Eric Botteghin,NULL,NULL,NULL,Right foot,0,NULL
22120393,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3524000,3524000,Away,4,Feyenoord,1009833,Tonny Vilhena,NULL,NULL,Rough play,NULL,1064345,Hicham Faik
22120376,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Corner,Second half,3395000,3395000,Away,4,Feyenoord,819272,Jens Toornstra,NULL,NULL,NULL,Right foot,0,NULL
22120382,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3432000,3432000,Home,78,Excelsior,1097796,Kevin Vermeulen,NULL,NULL,Rough play,NULL,875955,Steven Berghuis
22120383,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3456000,3456000,Away,4,Feyenoord,875955,Steven Berghuis,NULL,NULL,NULL,Left foot,0,NULL
22120399,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3533000,3533000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,NULL,Right foot,0,NULL
22120412,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3558000,3558000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,NULL,Right foot,0,NULL
22120447,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3661000,3661000,Home,78,Excelsior,954299,Stanley Elbers,NULL,NULL,Rough play,NULL,1009833,Tonny Vilhena
22120448,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3685000,3685000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,NULL,Right foot,0,NULL
22120450,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3691000,3691000,Away,4,Feyenoord,771973,Nicolai Jørgensen,NULL,NULL,Rough play,NULL,694013,Ryan Koolwijk
22120451,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3698000,3698000,Home,78,Excelsior,949834,Jurgen Mattheij,NULL,NULL,NULL,Right foot,0,NULL
22120454,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,3727000,3727000,Away,4,Feyenoord,1078344,Ridgeciano Haps,NULL,NULL,Rough play,NULL,954299,Stanley Elbers
22120456,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3756000,3756000,Home,78,Excelsior,1064345,Hicham Faik,NULL,NULL,NULL,Left foot,0,NULL
22120459,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Shot on goal,Second half,3762000,3762000,Home,78,Excelsior,1386935,Wout Faes,NULL,NULL,NULL,Header,0,NULL
22120460,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Save by goalkeeper,Second half,3768000,3768000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,Diving/Caught,NULL,0,NULL
22120468,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Offside,Second half,3806000,3806000,Home,78,Excelsior,1097796,Kevin Vermeulen,NULL,NULL,NULL,NULL,0,NULL
22120477,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Free kick,Second half,3835000,3835000,Away,4,Feyenoord,428981,Brad Jones,NULL,NULL,NULL,Left foot,0,NULL
22120544,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Foul committed,Second half,4550000,4550000,Away,4,Feyenoord,1009833,Tonny Vilhena,NULL,NULL,Rough play,NULL,1195608,Jinty Caenepeel
22120403,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Offside,Second half,3537000,3537000,Home,78,Excelsior,1415914,Zakaria El Azzouzi,NULL,NULL,NULL,NULL,0,NULL
22087776,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Away,4,Feyenoord,64,Giovanni van Bronckhorst,Coach,NULL,NULL,NULL,0,NULL
22087777,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Home,78,Excelsior,204,Mitchell van der Gaag,Coach,NULL,NULL,NULL,0,NULL
22087778,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Home,78,Excelsior,1281212,Alessandro Damen,Goalkeeper,1,NULL,NULL,0,NULL
22087779,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Home,78,Excelsior,766653,Jeffry Fortes,Defender,22,NULL,NULL,0,NULL
22087780,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Home,78,Excelsior,949834,Jurgen Mattheij,Defender,15,NULL,NULL,0,NULL
22087781,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Home,78,Excelsior,1386935,Wout Faes,Defender,4,NULL,NULL,0,NULL
22087782,Eredivisie 2017/2018,2174512,20-Aug-2017 12:30,Line-up,Start,NULL,NULL,Home,78,Excelsior,1082304,Milan Massop,Defender,5,NULL,NULL,0,NULL
